comentario,sentimento
Experiência muito ruim Estou realmente perplexo com todas as avaliações de 5 estrelas na página. Eu me pergunto se o médico pagou por elas O serviço é realmente caro.,0
Fui submetido a uma cirurgia cardíaca de bypass (MICABG) no hospital Manipal Hebbal Bangalore em 05-09-2023. Tive o melhor tratamento durante a minha estadia no hospital.,0
O Sr. Vishal e o Dr. Aradhana Sood foram muito acolhedores e sempre prontos para ajudar.,1
Conheça o Dr Aradhana Sood O Dr é altamente qualificado e especialista. Estou extremamente feliz com a consulta e com a equipe.,1
"Eu tive a pior experiência, os preços são altos e o serviço é tão ruim que o pessoal da recepção faz você esperar horas. As enfermeiras também não sabem quando o médico virá, elas não têm nenhuma lista de pacientes.",0
Foi uma ótima experiência ter selecionado o hospital Manipal Hebbal entre outros concorrentes.,1
Minha filha foi internada aqui quando sofreu um acidente. O tratamento que ela recebeu aqui foi excelente.,1
Experiência horrível após a colonoscopia Enviei meus pais que moram sozinhos em Bangalore para colonoscopia.,0
Manipal é o melhor hospital de Bangalore.,1
Meu tio operou uma cirurgia de substituição do joelho no hospital Manipal Hebbal. Excelente hospital de saúde e médicos inteligentes e humildes como o Dr. Kiran Chouka.,1
Equipe muito simpática Tornou o procedimento do nosso pacote de saúde tranquilo e sem complicações,1
Este hospital é legal Todas as seções são bem organizadas e os funcionários também são muito educados. Gosto muito deste ambiente e instalações.,1
Experiência maravilhosa no hospital Eu estava lutando para encontrar alguma vacina necessária para admissão em uma faculdade estrangeira.,1
Meu pai recebeu tratamento para meningite bacteriana em Manipal Hebbala. Os médicos Sr. Anil e Srinivasa Raju cuidaram dele.,1
"Eu gostaria que houvesse a opção de dar 0 estrela ao Dr. Shridhar Singh (Ortho), ele é um golpista e devo dizer que ele deveria ser retirado do hospital.",0
Não faça isso e estou falando sério Não faça seu teste aqui Eu recebi meu relatório de ressonância magnética em 4 dias Minha esposa tomografia computadorizada e relatório de sangue também eles bagunçaram,0
"Nossa primeira visita ao hospital Ótima experiência O Sr. Vishaal, do departamento Internacional, foi muito útil com as consultas do Dr. e todos os testes. Experiência sem complicações.",1
Atualização em 15 de outubro A Sra. Sharmila de MH me enviou uma nota com detalhes e eu respondi com artefatos. Espero obter justiça.,0
Manipal assumindo o controle da Columbia Ásia tornou tudo um absurdo. Para marcar consultas tive que ligar 10 vezes.,0
"Não recomendarei este hospital a ninguém, tive uma experiência pior hoje, internaram minha esposa em hebbal manipal, o médico sugeriu o processo sdp para transferir plaquetas",0
"Estou com fortes dores abdominais e o atendimento ao cliente disse que marcaria uma videochamada com o médico para me entender e sugerir medicação, mas nenhum corpo voltou a funcionar",0
"um dos piores hospitais, sem manutenção, sem comunicação e sem humanidade também. Dr. sunil cardio, ele é o pior médico possível.",0
"Tive uma experiência incrível em procedimentos odontológicos com o Dr. Sindhu e o Dr. Bhargav para minha esposa Manisha. Do início ao fim, eles foram atenciosos e profissionais e me fizeram sentir à vontade.",1
Temos consultado o Dr. Sunil Kumar Cardiologia Dr. Girish Nefrologia Dr. Udnur Pneumologia e Dr. Abhijit Bhograj Diabetologia desde 2021. Devo dizer que eles são uma grande equipe de médicos.,1
Fui internado no hospital manipal para a minha cirurgia. Enfermeiros e médicos fizeram o seu trabalho muito bem.,1
A equipe é incompetente. Lidar com eles era tedioso.,0
"Não vá para opd, eles tentam internar a emergência ou fazem você esperar pra caramba. Fui de manhã com febre leve.",0
Consultou o cardiologista Dr. Chandan Excelente hospitalidade do Dr. Chandan e recepção Todos nos fizeram sentir confortáveis ​​e nos orientaram através de testes Eco e ECG.,1
A equipe do hospital é bastante receptiva.,1
"Este lugar é um pesadelo, eles vão pedir para você se registrar primeiro pagando 1000 e depois dizer que não têm o remédio, tente o outro hospital.",0
Ajudou-nos a detectar um problema importante através de exames de sangue realizados durante a nossa estadia em emergência.,1
Não posso agradecer o suficiente pelo excelente atendimento especial que você prestou e pelo presente único que você é para seus pacientes.,1
Minha tia TKR Cirurgia feita com o Dr Ravichandra Kelkar Estamos extremamente felizes com seu tratamento,1
Atendimento muito bom e rápido o Sr Vishal ajudou muito e graças a ele conseguimos receber os serviços e atendimento em 20 minutos,1
Este hospital é legal. Todas as seções são bem organizadas e os funcionários também são muito educados.,1
Dr Bhargav e Dr Sindhu (Dental) são SUPER ESTRELAS Estive lá no sábado passado e hoje para o check-up e consulta da minha filha e eles verificaram com muita paciência e forneceram conselhos de especialistas,1
Fui ao Manipal hebbal para um check-up O recepcionista Somya foi muito cortês Ele me ajudou a receber o pagamento com informações adicionais,1
Minha avó foi internada no departamento de cardiologia por excelentes médicos que explicam o prognóstico da condição e o plano de tratamento de maneira simples.,1
"é uma boa experiência Os médicos são muito simpáticos, tratam o paciente muito bem, a equipe é muito boa.",1
"No domingo, a equipe é mínima e não irá ajudá-lo a qualquer custo se o paciente morrer, mesmo que não se importe com um único relatório, eles precisam de 2 dias.",0
"Os médicos têm conhecimento do hospital, mas tome cuidado com o Sr. Chinna Kesava, chefe do departamento de cobrança e pagamento. Ele cobrará por algo que não esteja na receita.",0
"O supervisor (Vivek) não está no local de trabalho, não supervisiona nada, na verdade, a gerência deveria investigar isso",0
Há 2 anos que temos vindo a Manipal para visitar os nossos pais e temos recebido um apoio muito cordial do pessoal e da equipa.,1
"Foi uma consulta incrível no hospital manipal, eles foram muito gentis e amigáveis. Prefiro sinceramente que todos visitem o hospital manipal, graças ao dr.",1
"O médico da equipe, bom e prestativo, descreveu os problemas claramente, em vez de administrar os medicamentos diretamente",1
"Hospital muito bom na área A administração às vezes é um pouco confusa, mas nem sempre.",1
"Não vá para pacotes de exames de saúde aqui, gerenciamento muito ruim, ninguém ajuda.",0
Desejo dar uma classificação que fechará este hospital e cancelará a licença do cirurgião ortopédico Dr. NavinChand Dambekodi. Eles acabaram matando meu pai.,0
Preocupado com a humanidade como este hospital trata casos de emergência,0
"Adorei os serviços de todos os funcionários, os funcionários foram muito prestativos. Santosh é muito profissional, muito satisfeito com a experiência geral.",1
"Experiência geral muito boa, desde o agendamento até a pontualidade do reagendamento da equipe.",1
Este lugar é excessivamente caro.,0
Estive lá para um exame de saúde abrangente e fiquei impressionado ao encontrar uma abordagem muito simplificada,1
A atenção ao paciente está um pouco atrasada em relação à orientação e conectividade entre departamentos para um único paciente.,0
"Vindo aqui nos últimos 17 anos, os médicos são realmente bons e o serviço geral é excelente",1
O hospital NU oferece um excelente serviço ao paciente. Eles acompanham o paciente todos os dias 3 a 4 vezes,1
Como o hospital O plano acessível é fácil de operar e me economiza algum dinheiro com o desconto em dinheiro de volta,1
A cantina oferecia excelente comida e serviço,1
eles nos cobram para estacionar nosso veículo em seu próprio hospital e nos fazem esperar horas.,0
Estamos vindo aqui há muito tempo. Os funcionários aqui são muito simpáticos e prestativos,1
Os atendentes de quarto são muito gentis e sempre garantem que o quarto esteja limpo e sempre reabastecem as comodidades,1
eles fizeram meu transplante com sucesso Hospital por dar uma segunda vida para mim,1
"Bom serviço A equipe da recepção é bem tratada e os médicos também, encaminharei minha família para este hospital.",1
Para ganhar dinheiro eles vão copiar e colar os laudos e se o paciente pedir explicação nenhum médico estará disponível.,0
Departamento de seguros por ajudar no processo A experiência geral foi muito boa.,1
Alguns pacientes manifestaram insatisfação com o tempo de espera pelas consultas.,0
Algumas análises mencionaram problemas com processos administrativos.,0
Atendimento especializado e expertise em nefrologia e urologia.,1
Tive uma boa experiência durante o tempo que passei no hospital,1
"o serviço é muito bom e a equipe de enfermagem e recepção está tomando cuidados pessoais, por favor visite",1
"Hospital incrível e sua gestão é boa, todos os funcionários são bons e disciplinados em seu trabalho",1
eles fornecem ajuda e orientação em cada etapa do caminho para obter o melhor atendimento possível.,1
A equipe e os médicos não eram bons e eram péssimos profissionais,0
as equipes deste hospital são muito prestativas e a hospitalidade é excelente,1
Bom atendimento em todos os funcionários e bem conservado,1
Recebi um excelente atendimento neste hospital,1
"Sem gerenciamento adequado, nada está organizado, você esperará horas sem resposta adequada da equipe, eles colocarão sua paciência à prova",0
"houve mais atrasos em qualquer coisa, estou feliz em receber medicamentos deste hospital",0
"Cada pessoa que conhecemos em seu hospital foi tão gentil, atenciosa e amigável, o tremendo apoio recebido do hospital desde o primeiro dia",1
"pessoa de bom coração, médica bem qualificada e com bom senso de humor, melhor hospital.",1
Boa experiência geral Os médicos têm bastante experiência em Nefrologia e Urologia. A equipe do Hospital é muito prestativa e cooperativa.,1
Assim que chegamos ao hospital ela sempre estava lá para nos orientar nos procedimentos e até orientações.,1
"Sem gerenciamento adequado, eles colocarão sua paciência à prova",0
Tenho apenas uma reclamação sobre a obtenção de consentimento para procedimentos que não explicou complicações,0
"Não há ajuda à natureza, não há apoio. Todos os funcionários do laboratório são piores, não adianta trabalhar como técnico de laboratório naquele laboratório. Não há apoio uns aos outros.",0
"O local é muito bem conservado, com limpeza acontecendo durante todo o dia.",1
"Sendo uma viagem internacional com cobertura total de seguro, este hospital foi o melhor tratamento que tivemos até agora",1
"que entrou em contato logo no início, quando fomos aprovados pelo governo, e perguntou sobre o tempo de viagem e também se precisávamos de ajuda do aeroporto ao hotel",1
Eu recomendo fortemente não ir àquele hospital com a pior hospitalidade.,0
"Pior equipe, por favor, não vá àquele laboratório, meu conselho pessoal a todos os técnicos de laboratório",0
"Melhor tratamento para problemas de uro nefro, nossa experiência foi muito boa, admitida por médicos de enfermagem com problemas de cálculos renais Bem experientes.",1
"se o paciente estiver pronto com o relatório e outros pacientes que virem depois deles estiverem recebendo consulta, os pacientes antigos terão que esperar.",0
Cheguei com fortes dores nos rins e procurei ajuda imediatamente. Tive uma breve estadia no pronto-socorro que foi muito boa.,0
Excelente tratamento hospitalar. A acomodação e a alimentação são boas.,1
"Em termos de lágrimas, muito feliz, especialmente departamento de diálise. O trabalho em equipe é bom. Vou sugerir aos meus amigos e familiares que escolham um hospital",1
"ele foi tão rude / mecânico com o paciente, por favor, treine este médico como ser empático com o paciente primeiro.",0
"Todo mundo é tão bem treinado e amoroso, desde os ajudantes de limpeza que eu recomendo este hospital.",1
"Muito prestativo e amigável com os pacientes, sugiro que os pacientes em diálise cheguem ao hospital",1
cuidou do processo de ponta a ponta sem qualquer ônus para os pacientes participantes,1
o serviço e o tratamento muito bons que sinto ao encaminhar pacientes que precisavam de tratamento de Urologia Nefrologia no hospital NU.,1
Prestar bons serviços de saúde E dar uma boa orientação em relação aos cuidados de saúde.,1
"removi todos os meus relatórios antigos do arquivo e embaralhei todos os relatórios e uma vez depois de enviar o relatório, entreguei o relatório antigo de maneira rasgada, o que é a pior coisa",0
Um dos melhores hospitais para receber tratamento A equipe do hospital e os médicos são muito simpáticos e gentis O hospital é muito limpo e arrumado,1
Este hospital é todo mundo tão bom. Muito prestativo também.,1
Eles garantiram que eu tivesse uma cirurgia de preparação e acompanhamento tranquilos. Estou muito feliz por ter escolhido (hospital Nu),1
esperando muito tempo antes mesmo da consulta e depois da consulta,0
Temos o prazer de informar que é um ótimo hospital e uma equipe de atendimento ao cliente mais profissional e que está proporcionando uma boa hospitalidade.,1
"Médicos e coordenadores são pessoas muito boas, prestativas e com excelente atendimento por parte da equipe",1
"Excelente serviço e bom médico Agradecimentos especiais ao Dr. Aashish e à senhora Ranjitha, ela nos orientou de forma excelente.",1
Ele explicou detalhadamente o diagnóstico e os procedimentos de tratamento com muita clareza. Os funcionários da farmácia também foram muito gentis e rápidos na prestação de seus serviços,1
Um dos melhores hospitais que visitei na Índia Atendimento amigável e acolhedor de enfermeiras e equipes de seguros.,1
"os banheiros têm um cheiro muito fedorento em todos os lugares da recepção e também não consigo sentar, a limpeza deve ser mantida perto do banheiro",0
"mais custo no sistema de estacionamento, então pior experiência, mas bom atendimento da equipe e médicos",0
"É um bom hospital, chegamos para ver o urologista, mas eles orientam muito bem e têm um ambiente agradável e uma equipe de apoio.",1
"O hospital é muito higiênico No geral, a experiência foi muito tranquila, pois tudo foi muito bem administrado e organizado.",1
Apreciamos a comida local servida no refeitório do hospital A gerência garantiu que estávamos confortáveis,1
é mais caro em comparação com a pior limpeza de banheiros de outros hospitais,0
"Bom hospital para todos os tipos de neurologia e urologia, boa higiene e hospital organizado, todos os tipos de laboratórios de testes relacionados à kindney estão disponíveis",1
Tivemos uma ótima experiência e agradecemos. Recomendaremos a familiares e amigos.,1
"eles me disseram que você precisa esperar um pouco porque primeiro você precisa contar todo o histórico do paciente para outro médico, depois você pode conhecer o médico principal",0
ela perdeu nossos relatórios e não os recebemos somente depois disso.,0
"O prédio do hospital em si era bem conservado e higiênico, com a equipe das instalações seguindo os mais altos padrões.",1
"Olá, NU é um hospital muito bom. Todos os funcionários e médicos são simpáticos. Eles têm uma equipe muito boa.",1
Só vá a este hospital se não precisar de atendimento imediato e tiver tempo de esperar horas [pelo menos 3 horas] só para ir ao médico.,0
Eles são tão eficientes e excelentes em fazer seus pacientes esperarem. Você precisa de muita paciência para ser paciente aqui.,0
Médicos experientes e equipe de gerenciamento Hospital limpo e sistemático.,1
A equipe do hospital NU tem sido muito prestativa e gentil. Os serviços prestados ao paciente foram excelentes.,1
"Excelentes médicos estão aqui no Hospital NU. Eles trataram muito bem, estou muito feliz com o tratamento",1
Nunca pensei que seríamos atendidos nesse nível. Ela superou nossas expectativas e facilitou nossa viagem médica,1
Eles garantiram que eu tivesse uma cirurgia de preparação tranquila e o acompanhamento facilitou nossa jornada.,1
"O Hospital NU é um dos hospitais limpos que já visitei, embora não tenha um sistema de numeração para a fila.",1
A NU Hospitals acredita na centralização no paciente e está comprometida em fornecer os melhores resultados e cuidados aos seus pacientes.,1
Os médicos foram muito profissionais e disponíveis a qualquer hora A equipe de enfermagem foi muito atenciosa e gentil,1
"Acima de tudo, os coordenadores internacionais foram muito prestativos e sempre sorridentes e prontos para ajudá-lo",1
"quando uma pessoa entra em um hospital, é um momento muito estressante e se houver algum problema de comunicação, será muito difícil para o cliente.",1
No começo acredito que para mostrar aos médicos competentes e para fazer o exame demorou muito.,0
"Hospital NU, somos eternamente gratos por sua hospitalidade e conhecimento",1
Acredito que foi uma falha de comunicação por parte do hospital e foi notada pela pessoa na sala de exame.,0
"No entanto, durante o processo de alta, senti que houve um atraso tanto no hospital quanto no lado de Aasanda.",0
olhar para o ponto de vista do cliente como esperar várias horas no hospital por nada,0
Bom atendimento e excelentes tratamentos por parte dos médicos e funcionários,1
"Os médicos, as enfermeiras e todos os funcionários dos Hospitais NU estavam comprometidos com o que estão fazendo. Como paciente, senti-me em casa por estar no Hospital NU",1
Todas as equipes são boas. Obrigado ao Dr. Krishna prasad e ao Dr. Imran Khan por fornecerem tempo e explicações detalhadas sobre minha condição,1
Ele foi muito paciente e nos ajudou muito durante todo o processo administrativo,1
As enfermeiras foram super simpáticas e nunca sairão do seu lado se você precisar de atenção a qualquer momento enquanto estiver internado.,1
"Tivemos uma experiência muito boa no NU Hospitals West, bom serviço e excelentes tratamentos por parte de médicos e funcionários",1
Estou muito satisfeito por ter escolhido o NU Hospital para meu tratamento médico. Você também ficará,1
"eles não estão dando valor aos pacientes, tempo e dinheiro, então experiências ruins",0
Agradecemos profundamente o fato de nossa comunidade ter acesso a uma organização de profissionais e trabalhadores de tão alta qualidade.,1
"A hospitalidade prestada pelos funcionários da equipe de enfermagem da equipe de limpeza dos funcionários da cantina foi excelente, especialmente pela equipe de médicos",1
melhor qualidade de serviço em comparação com hospitais vizinhos,1
Os funcionários são bem comportados e cooperativos dentro dos seus limites Excelente em comparação com outros,1
"Por outro lado, a equipe financeira é ruim em fornecer estimativas financeiras. Eles tentarão vender o pacote",0
A senhora que lidera a equipe financeira é muito rude e tem alguns problemas de atitude.,0
Tive uma ótima experiência no NU Hospital West como um novo paciente e estou muito grato por minha cirurgia ter sido um sucesso.,1
"Acima de tudo, eu diria que é um hospital de tipo ok, não é bom para obter 3 estrelas.",0
O hospital é muito limpo e as enfermeiras foram muito atenciosas durante minha estadia após a cirurgia.,1
"Os funcionários são muito prestativos e cuidadosos, eles nos dão uma ótima hospitalidade, nos guiaram, muito obrigado, meu coordenador do hospital",1
Ótimo serviço recebido do hospital. Todos os funcionários são muito bons no atendimento médico e de enfermagem.,1
"Eu fiz uma cirurgia de PCNL no Hospital NU, este era um bom hospital, toda a equipe era muito profissional.",1
Temos o prazer de informar que é um ótimo hospital e uma equipe de atendimento ao cliente mais profissional e que está proporcionando uma boa hospitalidade.,1
"o cliente dos hospitais é um paciente e não uma pessoa, mas no hospital NU claramente o cliente é uma pessoa que precisa de cuidados",1
"Os hospitais da NU dão um toque pessoal e você pode ver a empatia com os médicos, enfermeiros e outros funcionários que falta em outros hospitais.",1
"O hospital NU é o melhor hospital de Bangalore, pois é um hospital superespecializado e tem todas as comodidades básicas sob o mesmo teto",1
Minha mais sincera gratidão à equipe do NU Hospital que cuidou de meu sogro durante a internação,1
"Todos os funcionários não são amigáveis, para que possamos nos sentir estressados ​​e a pior experiência",0
"estamos enfrentando muitas dificuldades e ninguém está nos orientando, alguns funcionários são rudes.",0
As enfermeiras são muito bem treinadas e sabem cuidar do paciente. O local é muito bem conservado e a limpeza acontece durante todo o dia.,1
"Pior equipe, por favor, não vá àquele laboratório, meu conselho pessoal a todos os técnicos de laboratório",0
Excelente tratamento hospitalar. A acomodação e a alimentação são boas.,1
"Equipe do laboratório do NU West Hospital, uma das piores equipes que já vi na minha vida. Sem ajudar a natureza, sem apoio.",0
Nossa experiência é muito ruim com a equipe da recepção do departamento de urologia. Chegamos às 10h15 e saímos às 17h30 com uma hora de intervalo para almoço.,0
"Boa resposta da equipe do hospital e limpeza e bons médicos, nossa experiência é muito boa",1
pior experiência Tivemos uma experiência mista quando visitados Dois médicos considerados ouvintes muito cordiais e pacientes.,0
"Todos os funcionários do laboratório são piores, não adianta trabalhar como técnico de laboratório naquele laboratório. Não há apoio mútuo.",0
"Saímos do hospital com um sentimento de mágoa. Procuramos uma consulta com o médico após o teste do MCU, então mais demora.",0
"Os hospitais Nu são um bom serviço, os médicos estão disponíveis 24 horas para qualquer esclarecimento",1
"A equipe e o médico nos fizeram esperar até a noite. Sempre que questionados, fomos informados de que havia mais pacientes na fila",0
Tive uma experiência extremamente boa nos Hospitais NU. Não tinha ouvido falar do lugar até que tive que ser internado lá para um procedimento.,1
A nutricionista está mais preocupada do que os familiares e suas orientações também fizeram a diferença. Fico feliz por termos escolhido o NU HOSPITAL para nossa cirurgia.,1
Quando perdemos a paciência e procuramos consulta no dia seguinte com a voz levantada Isso levou a uma discussão desagradável entre médico e paciente,0
"No geral, boa experiência com o NU Hospital Obrigado",1
"A equipe do hospital da NU é extremamente amigável e gentil, fornecendo ajuda e orientação em cada etapa do caminho para obter o melhor atendimento possível.",1
"Todo mundo é tão bem treinado e amoroso, desde os ajudantes de limpeza que eu recomendo este hospital.",1
Oferecer bons serviços de saúde. E dando uma boa orientação em relação aos cuidados de saúde.,1
"É um bom hospital, chegamos para ver o urologista, mas eles orientam muito bem e têm um ambiente agradável e uma equipe de apoio.",1
"a experiência foi muito tranquila, pois tudo foi muito bem gerenciado e organizado.",1
"Os médicos fizeram questão de que entendíamos como iriam proceder o tratamento, explicaram muito bem. O hospital é muito higiênico.",1
Quero expressar minha extrema gratidão pelo atendimento que recebi em seu hospital.,1
Excelente trabalho realizado pelo NU Hospital Eu amo muito este hospital porque os funcionários são muito prestativos e gentis,1
"Excelente atendimento, equipe médica, equipe de enfermagem e todos os funcionários do hospital são muito gentis. Eu realmente aprecio o excelente trabalho e a ajuda realizada",1
ele sempre leva muito tempo para entender o histórico/condição do paciente,0
"Hospital geral bem conservado, higiênico, limpo e com boa equipe",1
Satisfeito com o bom atendimento do serviço das equipes e satisfeito com os benefícios do plano de recursos.,1
"os serviços são de baixo nível. Porém, muito poucas vezes, alguns médicos e enfermeiros mostram rostos infelizes.",0
"O hospital Nu é muito bom, cuidadoso e gentil, eles organizam tudo muito confortável para o paciente",1
um dos funcionários do hospital pegou meu celular para digitar a revisão. Felizmente eu não estava logado.,0
experiência ruim No serviço não quero ser tendencioso porque sou de classe média,0
Tivemos uma experiência maravilhosa no NU Hospital West Front Office. Os funcionários foram extremamente prestativos.,1
"Os serviços que recebemos do hospital NU são excelentes, nos esclareceram tudo de uma forma muito clara. Atendimento maravilhoso do início ao fim.",1
A equipe do hospital NU tem sido muito prestativa e gentil. Os serviços prestados ao paciente foram excelentes.,1
"No geral, tivemos uma ótima experiência sem complicações no Hospital NU, mas a pior equipe e mais perda de tempo",0
"Boas equipes de suporte técnico nos ajudaram durante todo o processo, desde a visita ao médico até a saída do hospital.",1
Há um ano percebi que não há cooperação da equipe para gerenciar os compromissos.,0
A expectativa é que consigamos consultar o médico no horário agendado e não sempre que a equipe estiver livre. Até mesmo os pacientes de acompanhamento são obrigados a esperar horas sem resposta da equipe.,0
Estou extremamente feliz com o serviço e definitivamente recomendo este hospital para meus amigos e familiares.,1
tudo correu bem O médico visita o paciente 2 a 3 vezes ao dia Os médicos são muito informativos e respondem às nossas perguntas,1
A única coisa que não gostamos foi o tempo de espera pelas consultas do OPD. Tive que esperar bastante tempo.,0
"Tive uma ótima consulta e a atitude externa do médico realmente me deixou à vontade, por isso recomendo fortemente o NU para problemas de nefrologia.",1
Um prestador de cuidados de saúde de excelente qualidade Os funcionários são prestativos O ambiente é muito limpo e positivo,1
muito cuidado com as medidas de segurança todos são muito simpáticos adoro tudo no hospital,1
"Não confio nos relatórios deles, fiz os mesmos testes lá fora e os resultados foram mais confiáveis.",0
Eles só querem que os pacientes voltem ao hospital e desembolsem dinheiro. Eles sugerem procedimentos caros sem diagnóstico adequado,0
Eu sugiro que você não visite este hospital se você se preocupa com sua saúde e seu bolso,0
O hospital NU prestou-nos um serviço excelente. Foi incrível e confortável desde o momento em que entramos no hospital com o apoio que nos deram.,1
